timestamp,open,high,low,close,volume,rsi,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9
2025-09-07 12:00:00,4310.88,4311.23,4288.95,4299.38,27581.9045,48.36123934554954,-21.15958852037511,2.426201006610224,-23.585789526985334
2025-09-07 16:00:00,4299.39,4301.62,4270.81,4293.48,26890.3039,47.556541555352126,-20.327783503455976,2.6064048188234885,-22.934188322279464
2025-09-07 20:00:00,4293.47,4336.02,4281.34,4306.19,32198.8829,49.50573811947819,-18.430525629761178,3.6029301540146292,-22.033455783775807
2025-09-08 00:00:00,4306.19,4330.97,4279.0,4311.87,51316.817,50.39308615296014,-16.280930137496398,4.602020517023529,-20.882950654519927
2025-09-08 04:00:00,4311.87,4313.59,4287.68,4291.78,32212.3104,47.231534354214034,-16.01385754227431,3.8952744897964955,-19.909132032070804
2025-09-08 08:00:00,4291.78,4337.77,4288.3,4312.41,81225.5367,50.65507739620993,-13.976420522743865,4.746169207461552,-18.722589730205417
2025-09-08 12:00:00,4312.42,4384.06,4306.19,4371.64,105874.0459,58.89974309219443,-7.495962225131734,8.981302004058946,-16.47726422919068
2025-09-08 16:00:00,4371.64,4373.43,4284.44,4293.0,59748.4888,47.54194847557351,-8.606532365462954,6.2965854909821815,-14.903117856445135
2025-09-08 20:00:00,4293.0,4332.5,4281.8,4306.37,42505.2367,49.33089130288769,-8.312004328794501,5.272890822120509,-13.58489515091501
2025-09-09 00:00:00,4306.36,4316.03,4276.76,4306.63,48368.7809,49.36705261152637,-7.9657843077147845,4.4952886745601806,-12.461072982274965
2025-09-09 04:00:00,4306.62,4381.87,4302.5,4361.53,87658.4546,56.436806044987144,-3.224263957207768,7.389447220053759,-10.613711177261527
2025-09-09 08:00:00,4361.53,4366.77,4342.16,4347.34,47693.0197,54.325414202206204,-0.604619648894186,8.007273222693874,-8.61189287158806
2025-09-09 12:00:00,4347.33,4367.44,4277.06,4284.94,150845.4071,46.14911674622852,-3.5230792973788994,4.071050859367329,-7.594130156746228
2025-09-09 16:00:00,4284.94,4299.99,4278.13,4295.0,41784.0676,47.52044632564009,-4.966965582688317,2.1017316592463295,-7.068697241934647
2025-09-09 20:00:00,4295.0,4319.67,4281.0,4310.09,29136.0522,49.59396289473292,-4.837851241176395,1.7846768006066016,-6.622528041782997
2025-09-10 00:00:00,4310.08,4326.09,4285.1,4320.44,43917.563,51.023325653546344,-3.855920047784821,2.2132863951985406,-6.069206442983361
2025-09-10 04:00:00,4320.45,4333.28,4294.92,4329.82,50979.881,52.34231126000038,-2.2943965196545832,3.0198479386630233,-5.3142444583176065
2025-09-10 08:00:00,4329.83,4335.02,4309.5,4331.31,60442.2299,52.56086369584218,-0.9259732822911246,3.510616940821186,-4.436590223112311
2025-09-10 12:00:00,4331.3,4453.57,4330.0,4404.9,204214.2372,61.86306406315363,6.0271329382330805,8.370978529076313,-2.3438455908432325
2025-09-10 16:00:00,4404.9,4409.31,4300.59,4322.72,108167.4643,50.05830617983468,4.8503684906299895,5.755371265178578,-0.9050027745485881
2025-09-10 20:00:00,4322.71,4355.7,4320.75,4349.32,38912.5344,53.17304582556119,5.995064510420889,5.520053827975581,0.4750106824453072
2025-09-11 00:00:00,4349.33,4408.0,4338.82,4404.1,49171.4106,58.86308523696487,11.193500827802382,8.574792116285659,2.6187087115167222
2025-09-11 04:00:00,4404.11,4450.0,4395.05,4440.41,80121.8045,62.14642043687317,18.035312747941134,12.333283229139528,5.702029518801605
2025-09-11 08:00:00,4440.4,4442.47,4406.3,4429.8,51898.3732,60.623769818606696,22.34379430647732,13.313411830140572,9.030382476336749
2025-09-11 12:00:00,4429.81,4481.09,4350.01,4412.52,178527.7981,58.12591614748404,24.086293598134944,12.044728897438555,12.041564700696389
2025-09-11 16:00:00,4412.52,4441.5,4407.4,4423.73,35769.3949,59.29754803823632,26.071256933784753,11.22375378647069,14.847503147314063
2025-09-11 20:00:00,4423.73,4469.0,4415.4,4458.82,45770.8836,62.80574648371365,30.128521576430103,12.224814743292832,17.90370683313727
2025-09-12 00:00:00,4458.83,4539.0,4450.71,4505.55,102293.7078,66.89760066874365,36.69169448361481,15.03039012038203,21.66130436323278
2025-09-12 04:00:00,4505.55,4563.0,4500.01,4525.81,72173.8339,68.51485507195845,43.03182488686616,17.096416418906703,25.93540846795946
2025-09-12 08:00:00,4525.81,4536.53,4504.5,4520.76,39122.7204,67.62794078076082,47.10592335224101,16.936411907425235,30.16951144481577
2025-09-12 12:00:00,4520.76,4571.24,4504.11,4541.98,80075.7928,69.41930129931862,51.45382473278005,17.02745063037142,34.42637410240863
2025-09-12 16:00:00,4541.99,4660.0,4533.69,4657.18,102055.1911,76.89446208604363,63.46367539009407,23.22984103014835,40.23383435994572
2025-09-12 20:00:00,4657.19,4748.4,4630.24,4712.16,115056.2942,79.47332723632314,76.53573872115066,29.041523488963954,47.49421523218671
2025-09-13 00:00:00,4712.16,4769.36,4691.85,4756.81,99948.8795,81.29883093477306,89.46700499225062,33.57823180805113,55.88877318419949
2025-09-13 04:00:00,4756.8,4756.91,4702.33,4711.7,53829.5804,74.12629851696886,94.98025343835798,31.273184203326785,63.70706923503119
2025-09-13 08:00:00,4711.7,4738.58,4709.01,4719.53,42906.5137,74.54607356710461,98.84196941820392,28.107920146538177,70.73404927166574
2025-09-13 12:00:00,4719.53,4730.18,4645.0,4653.92,92866.3813,65.02604295953628,95.50728000733397,19.818584588534577,75.6886954187994
2025-09-13 16:00:00,4653.92,4667.92,4605.0,4638.21,72101.4936,62.9529420921944,90.55301018391947,11.89145181209605,78.66155837182342
2025-09-13 20:00:00,4638.21,4672.94,4637.35,4666.53,32740.8384,65.11221835057545,87.89866191561578,7.389682835033881,80.5089790805819
2025-09-14 00:00:00,4666.54,4692.36,4650.44,4663.22,35235.7663,64.63801791974926,84.55330458955814,3.2354604071809945,81.31784418237714
2025-09-14 04:00:00,4663.22,4681.47,4634.0,4650.58,28423.3555,62.75837687986375,79.96040862652717,-1.0859484446799854,81.04635707120715
2025-09-14 08:00:00,4650.58,4674.38,4626.68,4635.0,26149.13,60.425911733449034,74.20790713268252,-5.470759950819712,79.67866708350223
2025-09-14 12:00:00,4634.99,4644.74,4576.89,4582.22,126074.0988,53.21099306122408,64.64491699211885,-12.027000073106706,76.67191706522556
2025-09-14 16:00:00,4582.23,4629.27,4579.36,4615.47,36584.1214,56.71714755894728,59.06827324105416,-14.082915059337125,73.15118830039128
2025-09-14 20:00:00,4615.46,4636.51,4598.46,4604.49,25777.8485,55.24491999584323,53.15006775812799,-16.000896433810638,69.15096419193863
2025-09-15 00:00:00,4604.48,4643.57,4580.1,4636.2,40470.4038,58.588132371333984,50.43717095232387,-14.971034591691804,65.40820554401567
2025-09-15 04:00:00,4636.2,4670.28,4587.9,4597.37,73965.8632,53.334213581389065,44.63934956940193,-16.615084779690996,61.254434349092925
2025-09-15 08:00:00,4597.37,4597.37,4498.22,4530.65,130686.3861,45.74359266738029,34.265793220169144,-21.590912903139028,55.85670612330817
2025-09-15 12:00:00,4530.66,4541.92,4466.0,4500.01,94350.6605,42.73558805394506,23.303653137775655,-26.042442388426018,49.34609552620167
2025-09-15 16:00:00,4500.01,4514.28,4474.04,4493.41,48005.1889,42.09348757325077,13.92301742492873,-28.338462481018354,42.261479905947084
2025-09-15 20:00:00,4493.41,4529.99,4488.49,4523.74,24813.4662,46.10127742420014,8.834336824551428,-26.741714465116523,35.57605128966795
2025-09-16 00:00:00,4523.74,4538.25,4503.0,4520.78,23762.6618,45.76835212998313,4.510677245059014,-24.852299235687152,29.362976480746166
2025-09-16 04:00:00,4520.77,4536.21,4487.53,4512.86,36219.6541,44.83537122217961,0.43999606745001074,-23.138384330636924,23.578380398086935
2025-09-16 08:00:00,4512.87,4531.35,4493.31,4501.26,29726.7817,43.43867630050084,-3.6796543830123483,-21.806427824879428,18.12677344186708
2025-09-16 12:00:00,4501.26,4512.49,4424.0,4468.2,109689.5711,39.647881197798796,-9.502632321316923,-22.103524610547204,12.60089228923028
2025-09-16 16:00:00,4468.19,4510.51,4447.03,4491.21,64203.9793,43.35321587433032,-12.120946861911762,-19.777471320913634,7.656524459001872
2025-09-16 20:00:00,4491.22,4525.4,4483.61,4501.29,29704.4619,44.947767024364225,-13.23009988531794,-16.70929947545585,3.47919959013791
2025-09-17 00:00:00,4501.3,4553.02,4492.99,4497.79,44974.6362,44.479583525224704,-14.227526329465036,-14.165380735682357,-0.062145593782679164
2025-09-17 04:00:00,4497.79,4557.67,4464.0,4544.07,68978.6327,51.651007517541345,-11.154996890213624,-8.874281037144756,-2.2807158530688683
2025-09-17 08:00:00,4544.07,4545.81,4479.0,4491.64,35585.1247,44.61949819126774,-12.803072151310516,-8.417885038593319,-4.385187112717198
2025-09-17 12:00:00,4491.64,4513.46,4467.36,4489.54,43543.3845,44.359017343269876,-14.115916619106429,-7.784583605111384,-6.331333013995045
2025-09-17 16:00:00,4489.53,4533.31,4412.0,4517.62,201430.1583,48.67374313259498,-12.743633320438676,-5.129840245154904,-7.6137930752837715
2025-09-17 20:00:00,4517.62,4616.77,4486.74,4590.53,82469.5197,57.81993542071004,-5.7070736611349275,1.5253755313190753,-7.232449192454003
2025-09-18 00:00:00,4590.54,4644.47,4580.27,4614.42,64147.7225,60.31531927137867,1.7766932931472184,7.207313988480977,-5.430620695333759
2025-09-18 04:00:00,4614.42,4619.99,4553.7,4574.75,48241.4781,54.54480826902288,4.455237849429977,7.90868683581099,-3.453448986381012
2025-09-18 08:00:00,4574.75,4607.76,4568.59,4576.12,36532.7406,54.70597322907045,6.612328452220936,8.052621950881559,-1.4402934986606222
2025-09-18 12:00:00,4576.12,4625.0,4558.15,4599.34,62066.7091,57.45906383994678,10.079310224184155,9.215682978275822,0.8636272459083332
2025-09-18 16:00:00,4599.35,4636.22,4581.03,4588.23,54659.6496,55.714120307588495,11.79447474382232,8.74467799833119,3.049796745491131
2025-09-18 20:00:00,4588.24,4605.65,4570.61,4587.66,25012.0771,55.62079369700561,12.958384555574412,7.926870248066624,5.031514307507788
2025-09-19 00:00:00,4587.66,4620.72,4542.27,4549.98,46833.9789,49.694669557391755,10.716793843351297,4.5482236286748075,6.16857021467649
2025-09-19 04:00:00,4549.98,4559.15,4518.33,4539.06,48598.3711,48.09535772687825,7.96732198798145,1.4390014186439677,6.528320569337482
2025-09-19 08:00:00,4539.06,4549.0,4507.93,4513.8,35221.8394,44.525677829403904,3.707338944737785,-2.256785299679758,5.964124244417543
2025-09-19 12:00:00,4513.79,4544.44,4445.64,4474.93,121002.2486,39.648998351974754,-2.773244225264534,-6.989894775745662,4.216650550481128
2025-09-19 16:00:00,4474.93,4489.21,4435.7,4440.68,52976.9531,35.916198109524444,-10.551214011161392,-11.814291649314015,1.263077638152624
2025-09-19 20:00:00,4440.68,4478.21,4438.4,4468.59,26977.7571,40.80675819297904,-14.2983844814662,-12.44916969569506,-1.8492147857711412
